Rank,Equivalence,5_6_poker,5_7_poker,5_8_poker,hand,classification,Description,product
388,4,172,3612,48620,A K J 7 6,F,Ace-High Flush,12581998
389,4,168,3444,45176,A K J 7 5,F,Ace-High Flush,8006726
390,4,164,3280,41900,A K J 7 4,F,Ace-High Flush,5719090
391,4,160,3120,38780,A K J 7 3,F,Ace-High Flush,3431454
392,4,156,2964,35816,A K J 7 2,F,Ace-High Flush,2287636
393,4,168,3444,45176,A K J 6 5,F,Ace-High Flush,6774922
394,4,164,3280,41900,A K J 6 4,F,Ace-High Flush,4839230
395,4,160,3120,38780,A K J 6 3,F,Ace-High Flush,2903538
396,4,156,2964,35816,A K J 6 2,F,Ace-High Flush,1935692
397,4,164,3276,41744,A K J 5 4,F,Ace-High Flush,3079510
398,4,160,3120,38780,A K J 5 3,F,Ace-High Flush,1847706
399,4,156,2964,35816,A K J 5 2,F,Ace-High Flush,1231804
400,4,160,3120,38780,A K J 4 3,F,Ace-High Flush,1319790
401,4,156,2964,35816,A K J 4 2,F,Ace-High Flush,879860
402,4,156,2964,35816,A K J 3 2,F,Ace-High Flush,527916
403,4,180,3956,55848,A K T 9 8,F,Ace-High Flush,22539586
404,4,176,3784,52236,A K T 9 7,F,Ace-High Flush,17236154
405,4,172,3612,48624,A K T 9 6,F,Ace-High Flush,14584438
406,4,168,3444,45176,A K T 9 5,F,Ace-High Flush,9281006
407,4,164,3280,41900,A K T 9 4,F,Ace-High Flush,6629290
408,4,160,3120,38780,A K T 9 3,F,Ace-High Flush,3977574
409,4,156,2964,35816,A K T 9 2,F,Ace-High Flush,2651716
410,4,176,3784,52232,A K T 8 7,F,Ace-High Flush,15421822
411,4,172,3612,48624,A K T 8 6,F,Ace-High Flush,13049234
412,4,168,3444,45176,A K T 8 5,F,Ace-High Flush,8304058
413,4,164,3280,41900,A K T 8 4,F,Ace-High Flush,5931470
414,4,160,3120,38780,A K T 8 3,F,Ace-High Flush,3558882
415,4,156,2964,35816,A K T 8 2,F,Ace-High Flush,2372588
416,4,172,3612,48620,A K T 7 6,F,Ace-High Flush,9978826
417,4,168,3444,45176,A K T 7 5,F,Ace-High Flush,6350162
418,4,164,3280,41900,A K T 7 4,F,Ace-High Flush,4535830
419,4,160,3120,38780,A K T 7 3,F,Ace-High Flush,2721498
420,4,156,2964,35816,A K T 7 2,F,Ace-High Flush,1814332
421,4,168,3444,45176,A K T 6 5,F,Ace-High Flush,5373214
422,4,164,3280,41900,A K T 6 4,F,Ace-High Flush,3838010
423,4,160,3120,38780,A K T 6 3,F,Ace-High Flush,2302806
424,4,156,2964,35816,A K T 6 2,F,Ace-High Flush,1535204
425,4,164,3276,41744,A K T 5 4,F,Ace-High Flush,2442370
426,4,160,3120,38780,A K T 5 3,F,Ace-High Flush,1465422
427,4,156,2964,35816,A K T 5 2,F,Ace-High Flush,976948
428,4,160,3120,38780,A K T 4 3,F,Ace-High Flush,1046730
429,4,156,2964,35816,A K T 4 2,F,Ace-High Flush,697820
430,4,156,2964,35816,A K T 3 2,F,Ace-High Flush,418692
431,4,176,3780,52068,A K 9 8 7,F,Ace-High Flush,12739766
432,4,172,3612,48624,A K 9 8 6,F,Ace-High Flush,10779802
433,4,168,3444,45176,A K 9 8 5,F,Ace-High Flush,6859874
434,4,164,3280,41900,A K 9 8 4,F,Ace-High Flush,4899910
435,4,160,3120,38780,A K 9 8 3,F,Ace-High Flush,2939946
436,4,156,2964,35816,A K 9 8 2,F,Ace-High Flush,1959964
437,4,172,3612,48620,A K 9 7 6,F,Ace-High Flush,8243378
438,4,168,3444,45176,A K 9 7 5,F,Ace-High Flush,5245786
439,4,164,3280,41900,A K 9 7 4,F,Ace-High Flush,3746990
440,4,160,3120,38780,A K 9 7 3,F,Ace-High Flush,2248194
441,4,156,2964,35816,A K 9 7 2,F,Ace-High Flush,1498796
442,4,168,3444,45176,A K 9 6 5,F,Ace-High Flush,4438742
443,4,164,3280,41900,A K 9 6 4,F,Ace-High Flush,3170530
444,4,160,3120,38780,A K 9 6 3,F,Ace-High Flush,1902318
445,4,156,2964,35816,A K 9 6 2,F,Ace-High Flush,1268212
446,4,164,3276,41744,A K 9 5 4,F,Ace-High Flush,2017610
447,4,160,3120,38780,A K 9 5 3,F,Ace-High Flush,1210566
448,4,156,2964,35816,A K 9 5 2,F,Ace-High Flush,807044
449,4,160,3120,38780,A K 9 4 3,F,Ace-High Flush,864690
450,4,156,2964,35816,A K 9 4 2,F,Ace-High Flush,576460
451,4,156,2964,35816,A K 9 3 2,F,Ace-High Flush,345876
452,4,172,3608,48460,A K 8 7 6,F,Ace-High Flush,7375654
453,4,168,3444,45176,A K 8 7 5,F,Ace-High Flush,4693598
454,4,164,3280,41900,A K 8 7 4,F,Ace-High Flush,3352570
455,4,160,3120,38780,A K 8 7 3,F,Ace-High Flush,2011542
456,4,156,2964,35816,A K 8 7 2,F,Ace-High Flush,1341028
457,4,168,3444,45176,A K 8 6 5,F,Ace-High Flush,3971506
458,4,164,3280,41900,A K 8 6 4,F,Ace-High Flush,2836790
459,4,160,3120,38780,A K 8 6 3,F,Ace-High Flush,1702074
460,4,156,2964,35816,A K 8 6 2,F,Ace-High Flush,1134716
461,4,164,3276,41744,A K 8 5 4,F,Ace-High Flush,1805230
462,4,160,3120,38780,A K 8 5 3,F,Ace-High Flush,1083138
463,4,156,2964,35816,A K 8 5 2,F,Ace-High Flush,722092
464,4,160,3120,38780,A K 8 4 3,F,Ace-High Flush,773670
465,4,156,2964,35816,A K 8 4 2,F,Ace-High Flush,515780
466,4,156,2964,35816,A K 8 3 2,F,Ace-High Flush,309468
467,4,168,3440,45020,A K 7 6 5,F,Ace-High Flush,3037034
468,4,164,3280,41900,A K 7 6 4,F,Ace-High Flush,2169310
469,4,160,3120,38780,A K 7 6 3,F,Ace-High Flush,1301586
470,4,156,2964,35816,A K 7 6 2,F,Ace-High Flush,867724
471,4,164,3276,41744,A K 7 5 4,F,Ace-High Flush,1380470
472,4,160,3120,38780,A K 7 5 3,F,Ace-High Flush,828282
473,4,156,2964,35816,A K 7 5 2,F,Ace-High Flush,552188
474,4,160,3120,38780,A K 7 4 3,F,Ace-High Flush,591630
475,4,156,2964,35816,A K 7 4 2,F,Ace-High Flush,394420
476,4,156,2964,35816,A K 7 3 2,F,Ace-High Flush,236652
477,4,164,3276,41744,A K 6 5 4,F,Ace-High Flush,1168090
478,4,160,3120,38780,A K 6 5 3,F,Ace-High Flush,700854
479,4,156,2964,35816,A K 6 5 2,F,Ace-High Flush,467236
480,4,160,3120,38780,A K 6 4 3,F,Ace-High Flush,500610
481,4,156,2964,35816,A K 6 4 2,F,Ace-High Flush,333740
482,4,156,2964,35816,A K 6 3 2,F,Ace-High Flush,200244
483,4,156,2964,35816,A K 5 4 3,F,Ace-High Flush,318570
484,4,156,2964,35816,A K 5 4 2,F,Ace-High Flush,212380
485,4,156,2964,35816,A K 5 3 2,F,Ace-High Flush,127428
486,4,156,2964,35816,A K 4 3 2,F,Ace-High Flush,91020
487,4,180,3960,56020,A Q J T 9,F,Ace-High Flush,32214766
488,4,180,3960,56020,A Q J T 8,F,Ace-High Flush,28823738
489,4,176,3784,52236,A Q J T 7,F,Ace-High Flush,22041682
490,4,172,3612,48624,A Q J T 6,F,Ace-High Flush,18650654
491,4,168,3444,45176,A Q J T 5,F,Ace-High Flush,11868598
492,4,164,3280,41900,A Q J T 4,F,Ace-High Flush,8477570
493,4,160,3120,38780,A Q J T 3,F,Ace-High Flush,5086542
494,4,156,2964,35816,A Q J T 2,F,Ace-High Flush,3391028
495,4,180,3960,56016,A Q J 9 8,F,Ace-High Flush,23810914
496,4,176,3784,52236,A Q J 9 7,F,Ace-High Flush,18208346
497,4,172,3612,48624,A Q J 9 6,F,Ace-High Flush,15407062
498,4,168,3444,45176,A Q J 9 5,F,Ace-High Flush,9804494
499,4,164,3280,41900,A Q J 9 4,F,Ace-High Flush,7003210
500,4,160,3120,38780,A Q J 9 3,F,Ace-High Flush,4201926
501,4,156,2964,35816,A Q J 9 2,F,Ace-High Flush,2801284
502,4,176,3784,52232,A Q J 8 7,F,Ace-High Flush,16291678
503,4,172,3612,48624,A Q J 8 6,F,Ace-High Flush,13785266
504,4,168,3444,45176,A Q J 8 5,F,Ace-High Flush,8772442
505,4,164,3280,41900,A Q J 8 4,F,Ace-High Flush,6266030
506,4,160,3120,38780,A Q J 8 3,F,Ace-High Flush,3759618
507,4,156,2964,35816,A Q J 8 2,F,Ace-High Flush,2506412
508,4,172,3612,48620,A Q J 7 6,F,Ace-High Flush,10541674
509,4,168,3444,45176,A Q J 7 5,F,Ace-High Flush,6708338
510,4,164,3280,41900,A Q J 7 4,F,Ace-High Flush,4791670
511,4,160,3120,38780,A Q J 7 3,F,Ace-High Flush,2875002
512,4,156,2964,35816,A Q J 7 2,F,Ace-High Flush,1916668
513,4,168,3444,45176,A Q J 6 5,F,Ace-High Flush,5676286
514,4,164,3280,41900,A Q J 6 4,F,Ace-High Flush,4054490
515,4,160,3120,38780,A Q J 6 3,F,Ace-High Flush,2432694
516,4,156,2964,35816,A Q J 6 2,F,Ace-High Flush,1621796
517,4,164,3276,41744,A Q J 5 4,F,Ace-High Flush,2580130
518,4,160,3120,38780,A Q J 5 3,F,Ace-High Flush,1548078
519,4,156,2964,35816,A Q J 5 2,F,Ace-High Flush,1032052
520,4,160,3120,38780,A Q J 4 3,F,Ace-High Flush,1105770
521,4,156,2964,35816,A Q J 4 2,F,Ace-High Flush,737180
522,4,156,2964,35816,A Q J 3 2,F,Ace-High Flush,442308
523,4,180,3956,55848,A Q T 9 8,F,Ace-High Flush,18884518
524,4,176,3784,52236,A Q T 9 7,F,Ace-High Flush,14441102
525,4,172,3612,48624,A Q T 9 6,F,Ace-High Flush,12219394
526,4,168,3444,45176,A Q T 9 5,F,Ace-High Flush,7775978
527,4,164,3280,41900,A Q T 9 4,F,Ace-High Flush,5554270
528,4,160,3120,38780,A Q T 9 3,F,Ace-High Flush,3332562
529,4,156,2964,35816,A Q T 9 2,F,Ace-High Flush,2221708
530,4,176,3784,52232,A Q T 8 7,F,Ace-High Flush,12920986
531,4,172,3612,48624,A Q T 8 6,F,Ace-High Flush,10933142
532,4,168,3444,45176,A Q T 8 5,F,Ace-High Flush,6957454
533,4,164,3280,41900,A Q T 8 4,F,Ace-High Flush,4969610
534,4,160,3120,38780,A Q T 8 3,F,Ace-High Flush,2981766
535,4,156,2964,35816,A Q T 8 2,F,Ace-High Flush,1987844
536,4,172,3612,48620,A Q T 7 6,F,Ace-High Flush,8360638
537,4,168,3444,45176,A Q T 7 5,F,Ace-High Flush,5320406
538,4,164,3280,41900,A Q T 7 4,F,Ace-High Flush,3800290
539,4,160,3120,38780,A Q T 7 3,F,Ace-High Flush,2280174
540,4,156,2964,35816,A Q T 7 2,F,Ace-High Flush,1520116
541,4,168,3444,45176,A Q T 6 5,F,Ace-High Flush,4501882
542,4,164,3280,41900,A Q T 6 4,F,Ace-High Flush,3215630
543,4,160,3120,38780,A Q T 6 3,F,Ace-High Flush,1929378
544,4,156,2964,35816,A Q T 6 2,F,Ace-High Flush,1286252
545,4,164,3276,41744,A Q T 5 4,F,Ace-High Flush,2046310
546,4,160,3120,38780,A Q T 5 3,F,Ace-High Flush,1227786
547,4,156,2964,35816,A Q T 5 2,F,Ace-High Flush,818524
548,4,160,3120,38780,A Q T 4 3,F,Ace-High Flush,876990
549,4,156,2964,35816,A Q T 4 2,F,Ace-High Flush,584660
550,4,156,2964,35816,A Q T 3 2,F,Ace-High Flush,350796
551,4,176,3780,52068,A Q 9 8 7,F,Ace-High Flush,10673858
552,4,172,3612,48624,A Q 9 8 6,F,Ace-High Flush,9031726
553,4,168,3444,45176,A Q 9 8 5,F,Ace-High Flush,5747462
554,4,164,3280,41900,A Q 9 8 4,F,Ace-High Flush,4105330
555,4,160,3120,38780,A Q 9 8 3,F,Ace-High Flush,2463198
556,4,156,2964,35816,A Q 9 8 2,F,Ace-High Flush,1642132
557,4,172,3612,48620,A Q 9 7 6,F,Ace-High Flush,6906614
558,4,168,3444,45176,A Q 9 7 5,F,Ace-High Flush,4395118
559,4,164,3280,41900,A Q 9 7 4,F,Ace-High Flush,3139370
560,4,160,3120,38780,A Q 9 7 3,F,Ace-High Flush,1883622
561,4,156,2964,35816,A Q 9 7 2,F,Ace-High Flush,1255748
562,4,168,3444,45176,A Q 9 6 5,F,Ace-High Flush,3718946
563,4,164,3280,41900,A Q 9 6 4,F,Ace-High Flush,2656390
564,4,160,3120,38780,A Q 9 6 3,F,Ace-High Flush,1593834
565,4,156,2964,35816,A Q 9 6 2,F,Ace-High Flush,1062556
566,4,164,3276,41744,A Q 9 5 4,F,Ace-High Flush,1690430
567,4,160,3120,38780,A Q 9 5 3,F,Ace-High Flush,1014258
568,4,156,2964,35816,A Q 9 5 2,F,Ace-High Flush,676172
569,4,160,3120,38780,A Q 9 4 3,F,Ace-High Flush,724470
570,4,156,2964,35816,A Q 9 4 2,F,Ace-High Flush,482980
571,4,156,2964,35816,A Q 9 3 2,F,Ace-High Flush,289788
572,4,172,3608,48460,A Q 8 7 6,F,Ace-High Flush,6179602
573,4,168,3444,45176,A Q 8 7 5,F,Ace-High Flush,3932474
574,4,164,3280,41900,A Q 8 7 4,F,Ace-High Flush,2808910
575,4,160,3120,38780,A Q 8 7 3,F,Ace-High Flush,1685346
576,4,156,2964,35816,A Q 8 7 2,F,Ace-High Flush,1123564
577,4,168,3444,45176,A Q 8 6 5,F,Ace-High Flush,3327478
578,4,164,3280,41900,A Q 8 6 4,F,Ace-High Flush,2376770
579,4,160,3120,38780,A Q 8 6 3,F,Ace-High Flush,1426062
580,4,156,2964,35816,A Q 8 6 2,F,Ace-High Flush,950708
581,4,164,3276,41744,A Q 8 5 4,F,Ace-High Flush,1512490
582,4,160,3120,38780,A Q 8 5 3,F,Ace-High Flush,907494
583,4,156,2964,35816,A Q 8 5 2,F,Ace-High Flush,604996
584,4,160,3120,38780,A Q 8 4 3,F,Ace-High Flush,648210
585,4,156,2964,35816,A Q 8 4 2,F,Ace-High Flush,432140
586,4,156,2964,35816,A Q 8 3 2,F,Ace-High Flush,259284
587,4,168,3440,45020,A Q 7 6 5,F,Ace-High Flush,2544542
588,4,164,3280,41900,A Q 7 6 4,F,Ace-High Flush,1817530
589,4,160,3120,38780,A Q 7 6 3,F,Ace-High Flush,1090518
590,4,156,2964,35816,A Q 7 6 2,F,Ace-High Flush,727012
591,4,164,3276,41744,A Q 7 5 4,F,Ace-High Flush,1156610
592,4,160,3120,38780,A Q 7 5 3,F,Ace-High Flush,693966
593,4,156,2964,35816,A Q 7 5 2,F,Ace-High Flush,462644
594,4,160,3120,38780,A Q 7 4 3,F,Ace-High Flush,495690
595,4,156,2964,35816,A Q 7 4 2,F,Ace-High Flush,330460
596,4,156,2964,35816,A Q 7 3 2,F,Ace-High Flush,198276
597,4,164,3276,41744,A Q 6 5 4,F,Ace-High Flush,978670
598,4,160,3120,38780,A Q 6 5 3,F,Ace-High Flush,587202
599,4,156,2964,35816,A Q 6 5 2,F,Ace-High Flush,391468
600,4,160,3120,38780,A Q 6 4 3,F,Ace-High Flush,419430
601,4,156,2964,35816,A Q 6 4 2,F,Ace-High Flush,279620
602,4,156,2964,35816,A Q 6 3 2,F,Ace-High Flush,167772
603,4,156,2964,35816,A Q 5 4 3,F,Ace-High Flush,266910
604,4,156,2964,35816,A Q 5 4 2,F,Ace-High Flush,177940
605,4,156,2964,35816,A Q 5 3 2,F,Ace-High Flush,106764
606,4,156,2964,35816,A Q 4 3 2,F,Ace-High Flush,76260
607,4,176,3784,52236,A J T 9 8,F,Ace-High Flush,17666162
608,4,176,3784,52236,A J T 9 7,F,Ace-High Flush,13509418
609,4,172,3612,48624,A J T 9 6,F,Ace-High Flush,11431046
610,4,168,3444,45176,A J T 9 5,F,Ace-High Flush,7274302
611,4,164,3280,41900,A J T 9 4,F,Ace-High Flush,5195930
612,4,160,3120,38780,A J T 9 3,F,Ace-High Flush,3117558
613,4,156,2964,35816,A J T 9 2,F,Ace-High Flush,2078372
614,4,176,3784,52232,A J T 8 7,F,Ace-High Flush,12087374
615,4,172,3612,48624,A J T 8 6,F,Ace-High Flush,10227778
616,4,168,3444,45176,A J T 8 5,F,Ace-High Flush,6508586
617,4,164,3280,41900,A J T 8 4,F,Ace-High Flush,4648990
618,4,160,3120,38780,A J T 8 3,F,Ace-High Flush,2789394
619,4,156,2964,35816,A J T 8 2,F,Ace-High Flush,1859596
620,4,172,3612,48620,A J T 7 6,F,Ace-High Flush,7821242
621,4,168,3444,45176,A J T 7 5,F,Ace-High Flush,4977154
622,4,164,3280,41900,A J T 7 4,F,Ace-High Flush,3555110
623,4,160,3120,38780,A J T 7 3,F,Ace-High Flush,2133066
624,4,156,2964,35816,A J T 7 2,F,Ace-High Flush,1422044
625,4,168,3444,45176,A J T 6 5,F,Ace-High Flush,4211438
626,4,164,3280,41900,A J T 6 4,F,Ace-High Flush,3008170
627,4,160,3120,38780,A J T 6 3,F,Ace-High Flush,1804902
628,4,156,2964,35816,A J T 6 2,F,Ace-High Flush,1203268
629,4,164,3276,41744,A J T 5 4,F,Ace-High Flush,1914290
630,4,160,3120,38780,A J T 5 3,F,Ace-High Flush,1148574
631,4,156,2964,35816,A J T 5 2,F,Ace-High Flush,765716
632,4,160,3120,38780,A J T 4 3,F,Ace-High Flush,820410
633,4,156,2964,35816,A J T 4 2,F,Ace-High Flush,546940
634,4,156,2964,35816,A J T 3 2,F,Ace-High Flush,328164
635,4,176,3780,52068,A J 9 8 7,F,Ace-High Flush,9985222
636,4,172,3612,48624,A J 9 8 6,F,Ace-High Flush,8449034
637,4,168,3444,45176,A J 9 8 5,F,Ace-High Flush,5376658
638,4,164,3280,41900,A J 9 8 4,F,Ace-High Flush,3840470
639,4,160,3120,38780,A J 9 8 3,F,Ace-High Flush,2304282
640,4,156,2964,35816,A J 9 8 2,F,Ace-High Flush,1536188
641,4,172,3612,48620,A J 9 7 6,F,Ace-High Flush,6461026
642,4,168,3444,45176,A J 9 7 5,F,Ace-High Flush,4111562
643,4,164,3280,41900,A J 9 7 4,F,Ace-High Flush,2936830
644,4,160,3120,38780,A J 9 7 3,F,Ace-High Flush,1762098
645,4,156,2964,35816,A J 9 7 2,F,Ace-High Flush,1174732
646,4,168,3444,45176,A J 9 6 5,F,Ace-High Flush,3479014
647,4,164,3280,41900,A J 9 6 4,F,Ace-High Flush,2485010
648,4,160,3120,38780,A J 9 6 3,F,Ace-High Flush,1491006
649,4,156,2964,35816,A J 9 6 2,F,Ace-High Flush,994004
650,4,164,3276,41744,A J 9 5 4,F,Ace-High Flush,1581370
651,4,160,3120,38780,A J 9 5 3,F,Ace-High Flush,948822
652,4,156,2964,35816,A J 9 5 2,F,Ace-High Flush,632548
653,4,160,3120,38780,A J 9 4 3,F,Ace-High Flush,677730
654,4,156,2964,35816,A J 9 4 2,F,Ace-High Flush,451820
655,4,156,2964,35816,A J 9 3 2,F,Ace-High Flush,271092
656,4,172,3608,48460,A J 8 7 6,F,Ace-High Flush,5780918
657,4,168,3444,45176,A J 8 7 5,F,Ace-High Flush,3678766
658,4,164,3280,41900,A J 8 7 4,F,Ace-High Flush,2627690
659,4,160,3120,38780,A J 8 7 3,F,Ace-High Flush,1576614
660,4,156,2964,35816,A J 8 7 2,F,Ace-High Flush,1051076
661,4,168,3444,45176,A J 8 6 5,F,Ace-High Flush,3112802
662,4,164,3280,41900,A J 8 6 4,F,Ace-High Flush,2223430
663,4,160,3120,38780,A J 8 6 3,F,Ace-High Flush,1334058
664,4,156,2964,35816,A J 8 6 2,F,Ace-High Flush,889372
665,4,164,3276,41744,A J 8 5 4,F,Ace-High Flush,1414910
666,4,160,3120,38780,A J 8 5 3,F,Ace-High Flush,848946
667,4,156,2964,35816,A J 8 5 2,F,Ace-High Flush,565964
668,4,160,3120,38780,A J 8 4 3,F,Ace-High Flush,606390
669,4,156,2964,35816,A J 8 4 2,F,Ace-High Flush,404260
670,4,156,2964,35816,A J 8 3 2,F,Ace-High Flush,242556
671,4,168,3440,45020,A J 7 6 5,F,Ace-High Flush,2380378
672,4,164,3280,41900,A J 7 6 4,F,Ace-High Flush,1700270
673,4,160,3120,38780,A J 7 6 3,F,Ace-High Flush,1020162
674,4,156,2964,35816,A J 7 6 2,F,Ace-High Flush,680108
675,4,164,3276,41744,A J 7 5 4,F,Ace-High Flush,1081990
676,4,160,3120,38780,A J 7 5 3,F,Ace-High Flush,649194
677,4,156,2964,35816,A J 7 5 2,F,Ace-High Flush,432796
678,4,160,3120,38780,A J 7 4 3,F,Ace-High Flush,463710
679,4,156,2964,35816,A J 7 4 2,F,Ace-High Flush,309140
680,4,156,2964,35816,A J 7 3 2,F,Ace-High Flush,185484
681,4,164,3276,41744,A J 6 5 4,F,Ace-High Flush,915530
682,4,160,3120,38780,A J 6 5 3,F,Ace-High Flush,549318
683,4,156,2964,35816,A J 6 5 2,F,Ace-High Flush,366212
684,4,160,3120,38780,A J 6 4 3,F,Ace-High Flush,392370
685,4,156,2964,35816,A J 6 4 2,F,Ace-High Flush,261580
686,4,156,2964,35816,A J 6 3 2,F,Ace-High Flush,156948
687,4,156,2964,35816,A J 5 4 3,F,Ace-High Flush,249690
688,4,156,2964,35816,A J 5 4 2,F,Ace-High Flush,166460
689,4,156,2964,35816,A J 5 3 2,F,Ace-High Flush,99876
690,4,156,2964,35816,A J 4 3 2,F,Ace-High Flush,71340
691,4,172,3612,48624,A T 9 8 7,F,Ace-High Flush,7919314
692,4,172,3612,48624,A T 9 8 6,F,Ace-High Flush,6700958
693,4,168,3444,45176,A T 9 8 5,F,Ace-High Flush,4264246
694,4,164,3280,41900,A T 9 8 4,F,Ace-High Flush,3045890
695,4,160,3120,38780,A T 9 8 3,F,Ace-High Flush,1827534
696,4,156,2964,35816,A T 9 8 2,F,Ace-High Flush,1218356
697,4,172,3612,48620,A T 9 7 6,F,Ace-High Flush,5124262
698,4,168,3444,45176,A T 9 7 5,F,Ace-High Flush,3260894
699,4,164,3280,41900,A T 9 7 4,F,Ace-High Flush,2329210
700,4,160,3120,38780,A T 9 7 3,F,Ace-High Flush,1397526
701,4,156,2964,35816,A T 9 7 2,F,Ace-High Flush,931684
702,4,168,3444,45176,A T 9 6 5,F,Ace-High Flush,2759218
703,4,164,3280,41900,A T 9 6 4,F,Ace-High Flush,1970870
704,4,160,3120,38780,A T 9 6 3,F,Ace-High Flush,1182522
705,4,156,2964,35816,A T 9 6 2,F,Ace-High Flush,788348
706,4,164,3276,41744,A T 9 5 4,F,Ace-High Flush,1254190
707,4,160,3120,38780,A T 9 5 3,F,Ace-High Flush,752514
708,4,156,2964,35816,A T 9 5 2,F,Ace-High Flush,501676
709,4,160,3120,38780,A T 9 4 3,F,Ace-High Flush,537510
710,4,156,2964,35816,A T 9 4 2,F,Ace-High Flush,358340
711,4,156,2964,35816,A T 9 3 2,F,Ace-High Flush,215004
712,4,172,3608,48460,A T 8 7 6,F,Ace-High Flush,4584866
713,4,168,3444,45176,A T 8 7 5,F,Ace-High Flush,2917642
714,4,164,3280,41900,A T 8 7 4,F,Ace-High Flush,2084030
715,4,160,3120,38780,A T 8 7 3,F,Ace-High Flush,1250418
716,4,156,2964,35816,A T 8 7 2,F,Ace-High Flush,833612
717,4,168,3444,45176,A T 8 6 5,F,Ace-High Flush,2468774
718,4,164,3280,41900,A T 8 6 4,F,Ace-High Flush,1763410
719,4,160,3120,38780,A T 8 6 3,F,Ace-High Flush,1058046
720,4,156,2964,35816,A T 8 6 2,F,Ace-High Flush,705364
721,4,164,3276,41744,A T 8 5 4,F,Ace-High Flush,1122170
722,4,160,3120,38780,A T 8 5 3,F,Ace-High Flush,673302
723,4,156,2964,35816,A T 8 5 2,F,Ace-High Flush,448868
724,4,160,3120,38780,A T 8 4 3,F,Ace-High Flush,480930
725,4,156,2964,35816,A T 8 4 2,F,Ace-High Flush,320620
726,4,156,2964,35816,A T 8 3 2,F,Ace-High Flush,192372
727,4,168,3440,45020,A T 7 6 5,F,Ace-High Flush,1887886
728,4,164,3280,41900,A T 7 6 4,F,Ace-High Flush,1348490
729,4,160,3120,38780,A T 7 6 3,F,Ace-High Flush,809094
730,4,156,2964,35816,A T 7 6 2,F,Ace-High Flush,539396
731,4,164,3276,41744,A T 7 5 4,F,Ace-High Flush,858130
732,4,160,3120,38780,A T 7 5 3,F,Ace-High Flush,514878
733,4,156,2964,35816,A T 7 5 2,F,Ace-High Flush,343252
734,4,160,3120,38780,A T 7 4 3,F,Ace-High Flush,367770
735,4,156,2964,35816,A T 7 4 2,F,Ace-High Flush,245180
736,4,156,2964,35816,A T 7 3 2,F,Ace-High Flush,147108
737,4,164,3276,41744,A T 6 5 4,F,Ace-High Flush,726110
738,4,160,3120,38780,A T 6 5 3,F,Ace-High Flush,435666
739,4,156,2964,35816,A T 6 5 2,F,Ace-High Flush,290444
740,4,160,3120,38780,A T 6 4 3,F,Ace-High Flush,311190
741,4,156,2964,35816,A T 6 4 2,F,Ace-High Flush,207460
742,4,156,2964,35816,A T 6 3 2,F,Ace-High Flush,124476
743,4,156,2964,35816,A T 5 4 3,F,Ace-High Flush,198030
744,4,156,2964,35816,A T 5 4 2,F,Ace-High Flush,132020
745,4,156,2964,35816,A T 5 3 2,F,Ace-High Flush,79212
746,4,156,2964,35816,A T 4 3 2,F,Ace-High Flush,56580
747,4,168,3444,45180,A 9 8 7 6,F,Ace-High Flush,3787498
748,4,168,3444,45176,A 9 8 7 5,F,Ace-High Flush,2410226
749,4,164,3280,41900,A 9 8 7 4,F,Ace-High Flush,1721590
750,4,160,3120,38780,A 9 8 7 3,F,Ace-High Flush,1032954
751,4,156,2964,35816,A 9 8 7 2,F,Ace-High Flush,688636
752,4,168,3444,45176,A 9 8 6 5,F,Ace-High Flush,2039422
753,4,164,3280,41900,A 9 8 6 4,F,Ace-High Flush,1456730
754,4,160,3120,38780,A 9 8 6 3,F,Ace-High Flush,874038
755,4,156,2964,35816,A 9 8 6 2,F,Ace-High Flush,582692
756,4,164,3276,41744,A 9 8 5 4,F,Ace-High Flush,927010
757,4,160,3120,38780,A 9 8 5 3,F,Ace-High Flush,556206
758,4,156,2964,35816,A 9 8 5 2,F,Ace-High Flush,370804
759,4,160,3120,38780,A 9 8 4 3,F,Ace-High Flush,397290
760,4,156,2964,35816,A 9 8 4 2,F,Ace-High Flush,264860
761,4,156,2964,35816,A 9 8 3 2,F,Ace-High Flush,158916
762,4,168,3440,45020,A 9 7 6 5,F,Ace-High Flush,1559558
763,4,164,3280,41900,A 9 7 6 4,F,Ace-High Flush,1113970
764,4,160,3120,38780,A 9 7 6 3,F,Ace-High Flush,668382
765,4,156,2964,35816,A 9 7 6 2,F,Ace-High Flush,445588
766,4,164,3276,41744,A 9 7 5 4,F,Ace-High Flush,708890
767,4,160,3120,38780,A 9 7 5 3,F,Ace-High Flush,425334
768,4,156,2964,35816,A 9 7 5 2,F,Ace-High Flush,283556
769,4,160,3120,38780,A 9 7 4 3,F,Ace-High Flush,303810
770,4,156,2964,35816,A 9 7 4 2,F,Ace-High Flush,202540
771,4,156,2964,35816,A 9 7 3 2,F,Ace-High Flush,121524
772,4,164,3276,41744,A 9 6 5 4,F,Ace-High Flush,599830
773,4,160,3120,38780,A 9 6 5 3,F,Ace-High Flush,359898
774,4,156,2964,35816,A 9 6 5 2,F,Ace-High Flush,239932
775,4,160,3120,38780,A 9 6 4 3,F,Ace-High Flush,257070
776,4,156,2964,35816,A 9 6 4 2,F,Ace-High Flush,171380
